25-02-27 16:36:02.881 [cluster-ClusterId{value='67c04718bae47e438c21a0dc', description='null'}-ac-jpykm5z-shard-00-02.dp01ztl.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-jpykm5z-shard-00-02.dp01ztl.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=75230500, setName='atlas-jdzqnp-shard-0', canonicalAddress=ac-jpykm5z-shard-00-02.dp01ztl.mongodb.net:27017, hosts=[ac-jpykm5z-shard-00-00.dp01ztl.mongodb.net:27017, ac-jpykm5z-shard-00-02.dp01ztl.mongodb.net:27017, ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=184, topologyVersion=TopologyVersion{processId=67bf499688a46dddea6c850c, counter=3}, lastWriteDate=Thu Feb 27 16:36:01 IST 2025, lastUpdateTimeNanos=102292442489100} 
25-02-27 16:36:02.928 [cluster-ClusterId{value='67c04718bae47e438c21a0dc', description='null'}-ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=72117500, setName='atlas-jdzqnp-shard-0', canonicalAddress=ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017, hosts=[ac-jpykm5z-shard-00-00.dp01ztl.mongodb.net:27017, ac-jpykm5z-shard-00-02.dp01ztl.mongodb.net:27017, ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000a0, setVersion=184, topologyVersion=TopologyVersion{processId=67bf495aa8927113150a257c, counter=6}, lastWriteDate=Thu Feb 27 16:36:01 IST 2025, lastUpdateTimeNanos=102292489559900} 
25-02-27 16:36:02.929 [cluster-ClusterId{value='67c04718bae47e438c21a0dc', description='null'}-ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-jpykm5z-shard-00-01.dp01ztl.mongodb.net:27017 with max election id 7fffffff00000000000000a0 and max set version 184 
25-02-27 16:36:03.461 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider 
25-02-27 16:36:03.462 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. 
25-02-27 16:36:03.739 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html] 
25-02-27 16:36:04.182 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8088"] 
25-02-27 16:36:04.209 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8088 (http) with context path '/' 
25-02-27 16:36:04.211 [main] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - Starting... 
25-02-27 16:36:04.212 [main] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry@2db3675a]] 
25-02-27 16:36:04.212 [main] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - Started. 
25-02-27 16:36:04.221 [main] INFO  com.xchat.xchat.XchatApplication - Started XchatApplication in 6.656 seconds (process running for 7.595) 
25-02-27 16:36:59.755 [SpringApplicationShutdownHook] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - Stopping... 
25-02-27 16:36:59.756 [SpringApplicationShutdownHook] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry@2db3675a]] 
25-02-27 16:36:59.756 [SpringApplicationShutdownHook] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - Stopped. 
